medcodeid,readterm,cancer
304401000006111,[M]Acute myeloid leukaemia,1
1216346016,[M]Acute myelomonocytic leukaemia,1
304421000006118,[M]Acute panmyelosis,1
304431000006115,[M]Acute panmyelosis,1
1220816015,[M]Acute progressive histiocytosis X,1
1216284012,[M]Acute promyelocytic leukaemia,1
304471000006117,[M]Adamantinoma of long bones,1
304481000006119,"[M]Adamantinoma, malignant",1
304491000006116,[M]Adenoacanthoma,1
1217037013,[M]Adenocarcinoid tumour,1
291372011,[M]Adenocarcinoma NOS,1
304521000006119,[M]Adenocarcinoma in adenomatous polposis coli,1
304531000006116,[M]Adenocarcinoma in adenomatous polyp,1
1230440012,[M]Adenocarcinoma in multiple adenomatous polyps,1
304551000006111,[M]Adenocarcinoma in situ,1
1232066010,[M]Adenocarcinoma in situ in adenomatous polyp,1
1231004013,[M]Adenocarcinoma in situ in tubulovillous adenoma,1
1230709016,[M]Adenocarcinoma in situ in villous adenoma,1
1231622010,[M]Adenocarcinoma in tubulovillous adenoma,1
291436015,[M]Adenocarcinoma in villous adenoma,1
304621000006115,[M]Adenocarcinoma with apocrine metaplasia,1
304631000006117,[M]Adenocarcinoma with cartilaginous and osseous metaplasia,1
304641000006110,[M]Adenocarcinoma with spindle cell metaplasia,1
304651000006112,[M]Adenocarcinoma with squamous metaplasia,1
304661000006114,"[M]Adenocarcinoma, intestinal type",1
291374012,"[M]Adenocarcinoma, metastatic, NOS",1
304681000006116,[M]Adenocarcinomas,1
304701000006118,[M]Adenoid cystic carcinoma,1
304711000006115,[M]Adenoid squamous cell carcinoma,1
304901000006115,[M]Adenosarcoma,1
1227518012,[M]Adenosarcoma,1
304921000006113,[M]Adenosquamous carcinoma,1
305011000006117,[M]Adrenal cortical carcinoma,1
1216940017,[M]Adult T-cell leukaemia/lymphoma,1
305081000006112,[M]Aesthesioneuroblastoma,1
305101000006116,[M]Aesthesioneuroepithelioma,1
291992012,[M]Aleukaemic leukaemia NOS,1
305141000006119,[M]Aleukaemic monocytic leukaemia,1
292036012,[M]Aleukaemic myeloid leukaemia,1
305171000006110,"[M]Alpha-cell tumour,malignant",1
305181000006113,[M]Alveolar adenocarcinoma,1
305201000006114,[M]Alveolar cell carcinoma,1
305211000006112,[M]Alveolar rhabdomyosarcoma,1
1235321016,[M]Alveolar soft part sarcoma,1
305231000006118,[M]Amelanotic melanoma,1
305261000006110,[M]Ameloblastic fibrosarcoma,1
305271000006115,[M]Ameloblastic odontosarcoma,1
305291000006119,"[M]Ameloblastoma, malignant",1
305331000006114,"[M]Androblastoma, malignant",1
1220814017,[M]AngiocentricT-cell lymphoma,1
291964019,[M]Angioendotheliomatosis,1
291641019,[M]Angiomyoliposarcoma,1
305531000006115,[M]Angiomyosarcoma,1
305551000006110,[M]Angiosarcoma,1
305571000006117,[M]Apocrine adenocarcinoma,1
305651000006111,"[M]Arrhenoblastoma, malignant",1
305671000006118,[M]Astroblastoma,1
305681000006115,[M]Astrocytic glioma,1
1229453012,[M]Astrocytoma NOS,1
305701000006117,"[M]Astrocytoma, anaplastic type",1
305711000006119,[M]Astroganglioma,1
305741000006115,[M]Balloon cell melanoma,1
1228188010,[M]Basal cell adenocarcinoma,1
291360017,[M]Basal cell carcinoma NOS,1
305791000006112,"[M]Basal cell carcinoma, fibroepithelial type",1
1770511000006114,"[M]Basal cell carcinoma, infiltrative",1
1770501000006111,"[M]Basal cell carcinoma, micronodular",1
305801000006113,"[M]Basal cell carcinoma, morphoea type",1
1770491000006115,"[M]Basal cell carcinoma, nodular",1
305841000006110,[M]Basaloid carcinoma,1
305861000006114,[M]Basophil carcinoma,1
1216868019,[M]Basophilic leukaemia,1
292045013,[M]Basophilic leukaemia NOS,1
292042011,[M]Basophilic leukaemias,1
305901000006119,[M]Basosquamous carcinoma,1
305921000006112,"[M]Beta-cell tumour, malignant",1
305941000006117,[M]Bile duct carcinoma,1
305951000006115,[M]Bile duct cystadenocarcinoma,1
305971000006113,[M]Biliary tract adenomas and adenocarcinomas,1
306001000006110,[M]Blast cell leukaemia,1
306011000006113,[M]Blastic leukaemia,1
1216845011,"[M]Blue naevus, malignant",1
407801000000116,[M]Borderline mucinous cystadenoma of the ovary,1
291356015,[M]Bowen's disease,1
306091000006115,"[M]Brenner tumour, malignant",1
306111000006112,[M]Brill - Symmers' disease,1
306131000006118,[M]Bronchiolar carcinoma,1
1219789016,[M]Bronchiolo-alveolar adenocarcinoma,1
306171000006115,[M]Burkitt's cell leukaemia,1
1216939019,[M]Burkitt's tumour,1
291981011,[M]Burkitt's tumour NOS,1
291980012,[M]Burkitt's tumours,1
306211000006118,[M]C cell carcinoma,1
306261000006115,[M]Carcinoid bronchial adenoma,1
1216670013,"[M]Carcinoid tumour, argentaffin, malignant",1
291414018,"[M]Carcinoid tumour, malignant",1
291419011,"[M]Carcinoid tumour, nonargentaffin, malignant",1
291326012,[M]Carcinoma NOS,1
1221504012,[M]Carcinoma in pleomorphic adenoma,1
306361000006113,[M]Carcinoma in situ NOS,1
306381000006115,[M]Carcinoma simplex,1
291330010,"[M]Carcinoma, anaplastic type, NOS",1
306401000006115,"[M]Carcinoma, diffuse type",1
291327015,"[M]Carcinoma, metastatic, NOS",1
291329017,"[M]Carcinoma, undifferentiated type, NOS",1
1233222010,[M]Carcinomatosis,1
291676017,[M]Carcinosarcoma NOS,1
306451000006116,"[M]Carcinosarcoma, embryonal type",1
291837016,[M]Cerebellar sarcoma NOS,1
306571000006113,[M]Ceruminous adenocarcinoma,1
1228268017,[M]Chloroma,1
306641000006116,[M]Cholangiocarcinoma,1
306661000006117,[M]Chondroblastic osteosarcoma,1
306681000006110,"[M]Chondroblastoma, malignant",1
291782010,[M]Chondrosarcoma NOS,1
306771000006119,[M]Chordoma,1
1230128019,[M]Choriocarcinoma,1
306821000006110,[M]Choriocarcinoma combined with teratoma,1
1230127012,[M]Chorioepithelioma,1
306901000006111,[M]Chromophobe carcinoma,1
306921000006118,[M]Chronic leukaemia NOS,1
306931000006115,[M]Chronic lymphoid leukaemia,1
306951000006110,[M]Chronic monocytic leukaemia,1
1216809013,[M]Chronic myeloid leukaemia,1
306971000006117,[M]Chronic myelomonocytic leukaemia,1
291443014,[M]Clear cell adenocarcinoma NOS,1
307051000006111,[M]Clear cell sarcoma of kidney,1
291700017,[M]Clear cell sarcoma of tendons and aponeuroses,1
307071000006118,[M]Cloacogenic carcinoma,1
307091000006117,[M]Colloid adenocarcinoma,1
1231089017,[M]Combined hepatocellular carcinoma and cholangiocarcinoma,1
291536017,[M]Comedocarcinoma NOS,1
307131000006115,"[M]Comedocarcinoma, noninfiltrating",1
307191000006116,[M]Composite carcinoid,1
292001013,[M]Compound leukaemia,1
307221000006111,[M]Compound leukaemias,1
307251000006119,[M]Congenital fibrosarcoma,1
307271000006112,[M]Cribriform carcinoma,1
307281000006110,[M]Cylindroid adenocarcinoma,1
307291000006113,[M]Cylindroid bronchial adenoma,1
307301000006114,[M]Cylindroma NOS,1
291495018,[M]Cystadenocarcinoma NOS,1
307441000006115,"[M]Cystosarcoma phyllodes, malignant",1
1232905013,[M]Dedifferentiated liposarcoma,1
1234006011,[M]Dermatofibroma protuberans,1
215889013,[M]Dermatofibrosarcoma NOS,1
307531000006112,[M]Dermoid cyst with malignant transformation,1
307571000006110,[M]Desmoplastic medulloblastoma,1
1231028010,"[M]Desmoplastic melanoma, malignant",1
307591000006111,[M]Di Guglielmo's disease,1
307611000006117,[M]Diktyoma,1
307631000006111,[M]Duct carcinoma NOS,1
307671000006114,[M]Dysgerminoma,1
291718019,[M]Embryonal carcinoma NOS,1
307801000006119,[M]Embryonal hepatoma,1
307811000006116,[M]Embryonal liposarcoma,1
307821000006112,[M]Embryonal rhabdomyosarcoma,1
307831000006110,[M]Embryonal sarcoma,1
307841000006117,[M]Embryonal teratoma,1
307861000006118,[M]Endodermal sinus tumour,1
307891000006114,[M]Endometrial stromal sarcoma,1
307921000006115,"[M]Endometrioid adenofibroma, malignant",1
307971000006119,[M]Endometrioid carcinoma,1
308001000006111,[M]Endothelial bone sarcoma,1
308031000006115,[M]Eosinophil carcinoma,1
308041000006113,[M]Eosinophilic leukaemia,1
292050019,[M]Eosinophilic leukaemia NOS,1
292046014,[M]Eosinophilic leukaemias,1
308071000006117,[M]Ependymoblastoma,1
291825018,[M]Ependymoma NOS,1
308091000006116,"[M]Ependymoma, anaplastic type",1
308111000006113,[M]Epidermoid carcinoma NOS,1
308101000006110,[M]Epidermoid carcinoma in situ,1
308121000006117,"[M]Epidermoid carcinoma, keratinising type",1
1235961012,[M]Epithelial-myoepithelial carcinoma,1
308181000006118,[M]Epithelioid cell melanoma,1
308191000006115,[M]Epithelioid cell sarcoma,1
1216731014,"[M]Epithelioid haemangioendothelioma, malignant",1
308241000006115,[M]Epithelioid leiomyosarcoma,1
308261000006116,"[M]Epithelioid mesothelioma, malignant",1
308291000006112,"[M]Epithelioma, malignant",1
308311000006111,[M]Erythraemic myelosis,1
1216029010,[M]Erythroleukaemia,1
292024018,[M]Erythroleukaemia NOS,1
292018012,[M]Erythroleukaemias,1
308351000006112,[M]Ewing's sarcoma,1
308371000006119,"[M]Extra-adrenal paraganglioma, malignant",1
308411000006118,[M]Fascial fibrosarcoma,1
308461000006115,[M]Fibrillary astrocytoma,1
308491000006111,[M]Fibroblastic osteosarcoma,1
308501000006115,[M]Fibrochondrosarcoma,1
308551000006116,[M]Fibroliposarcoma,1
291635014,[M]Fibromatous neoplasm NOS,1
291626019,[M]Fibromatous neoplasms,1
308641000006117,[M]Fibromyxosarcoma,1
1231237017,[M]Fibrosarcoma NOS,1
308671000006113,"[M]Fibrous histiocytoma, malignant",1
308701000006114,"[M]Fibrous mesothelioma, malignant",1
308731000006118,"[M]Fibroxanthoma, malignant",1
376870016,[M]Fibroxanthosarcoma,1
291452017,[M]Follicular adenocarcinoma NOS,1
308761000006110,"[M]Follicular adenocarcinoma, trabecular type",1
308771000006115,"[M]Follicular adenocarcinoma, well differentiated type",1
1222216017,[M]Follicular carcinoma,1
308801000006118,[M]Follicular lymphosarcoma NOS,1
308821000006111,"[M]G cell tumour, malignant",1
308861000006117,[M]Ganglioneuroblastoma,1
308941000006114,"[M]Gastrinoma, malignant",1
308951000006111,[M]Gelatinous adenocarcinoma,1
308961000006113,[M]Gemistocytic astrocytoma,1
308971000006118,[M]Gemistocytoma,1
1222222014,[M]Germinoblastic sarcoma NOS,1
309011000006119,"[M]Germinoblastic sarcoma, follicular",1
309021000006110,"[M]Germinoblastoma, diffuse",1
309031000006113,"[M]Germinoblastoma, follicular",1
309041000006115,[M]Germinoma,1
309061000006116,[M]Giant cell and spindle cell carcinoma,1
309071000006111,[M]Giant cell bone sarcoma,1
309081000006114,[M]Giant cell carcinoma,1
309091000006112,[M]Giant cell glioblastoma,1
1235290011,[M]Giant cell sarcoma (except of bone),1
309131000006114,"[M]Giant cell tumour of bone, malignant",1
309181000006110,[M]Giant follicular lymphoma,1
403757015,[M]Glioblastoma NOS,1
309231000006115,[M]Glioblastoma multiforme,1
309251000006110,[M]Glioblastoma with sarcomatous component,1
2552865010,[M]Glioma NOS,1
309261000006112,[M]Glioma NOS,1
309281000006119,"[M]Glioma, malignant",1
2550105015,[M]Gliomas,1
309301000006115,[M]Gliomatosis cerebri,1
309321000006113,[M]Gliosarcoma,1
309351000006116,[M]Glomangiosarcoma,1
309361000006119,[M]Glomoid sarcoma,1
309401000006112,"[M]Glucagonoma, malignant",1
1233722011,[M]Glycogen-rich carcinoma,1
309431000006116,[M]Goblet cell tumour,1
309471000006118,[M]Granular cell carcinoma,1
309501000006113,"[M]Granular cell tumour, malignant",1
309521000006115,[M]Granulocytic leukaemia NOS,1
1228267010,[M]Granulocytic sarcoma,1
309551000006112,"[M]Granulosa cell tumour, malignant",1
309571000006119,[M]Grawitz tumour,1
309641000006111,"[M]Haemangioendothelioma, malignant",1
309701000006119,[M]Haemangiopericytic neoplasms,1
309731000006110,"[M]Haemangiopericytoma, malignant",1
309741000006117,[M]Haemangiosarcoma,1
1216729017,[M]Hairy cell leukaemia,1
309811000006113,[M]Hepatoblastoma,1
1224870013,[M]Hepatocellular carcinoma NOS,1
1221209015,"[M]Hepatocellular carcinoma, fibrolamellar",1
309851000006114,[M]Hepatocholangiocarcinoma,1
309891000006115,"[M]Hepatoma, malignant",1
309941000006119,[M]Histiocytic leukaemia,1
291958014,[M]Histiocytic medullary reticulosis,1
1221109014,[M]Hodgkin's disease,1
309991000006111,[M]Hodgkin's disease NOS,1
453326010,[M]Hodgkin's disease NOS,1
215913019,"[M]Hodgkin's disease, lymphocytic depletion NOS",1
1233353010,"[M]Hodgkin's disease, lymphocytic depletion, reticular type",1
291931019,"[M]Hodgkin's disease, lymphocytic predominance",1
1229767019,"[M]Hodgkin's disease, mixed cellularity",1
215914013,"[M]Hodgkin's disease, nodular sclerosis NOS",1
1229491012,"[M]Hodgkin's disease, nodular sclerosis, cellular phase",1
310071000006116,"[M]Hodgkin's disease,lymphocytic depletion,diffuse fibrosis",1
1233711012,[M]Hodgkin's granuloma,1
291934010,[M]Hodgkin's paragranuloma,1
1230406012,[M]Hodgkin's sarcoma,1
291932014,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse",1
1233285010,"[M]Hodgkin,s disease, lymphocytic predominance, nodular",1
310131000006118,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic deplet",1
310141000006111,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom",1
291933016,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity",1
310161000006110,[M]Hurthle cell adenocarcinoma,1
1232189017,[M]Hutchinson's melanotic freckle,1
310241000006119,[M]Hypernephroma,1
310261000006115,[M]Immature teratoma,1
310281000006113,[M]Infantile fibrosarcoma,1
1228259019,[M]Infiltrating duct and lobular carcinoma,1
310311000006110,[M]Infiltrating duct carcinoma,1
310321000006119,[M]Infiltrating ductular carcinoma,1
310341000006114,[M]Inflammatory carcinoma,1
310361000006113,"[M]Insulinoma, malignant",1
310391000006117,"[M]Interstitial cell tumour, malignant",1
310411000006117,[M]Intracystic carcinoma NOS,1
291539012,[M]Intraductal carcinoma and lobular carcinoma in situ,1
310451000006116,"[M]Intraductal carcinoma, noninfiltrating NOS",1
1232564019,[M]Intraductal papillary adenocarcinoma with invasion,1
310491000006110,[M]Intraepidermal carcinoma NOS,1
1229513011,[M]Intraepidermal epithelioma of Jadassohn,1
310521000006112,"[M]Intraepit neop,grade III,of cervix, vulva and vagina",1
310531000006110,[M]Intraepithelial carcinoma NOS,1
310541000006117,[M]Intraepithelial squamous cell carcinoma,1
310571000006113,[M]Intraosseous carcinoma,1
310661000006117,[M]Islet cell carcinoma,1
310731000006117,[M]Juvenile astrocytoma,1
310741000006110,[M]Juvenile breast carcinoma,1
1870401000006113,[M]Juvenile myelomonocytic leukaemia,1
310791000006118,[M]Juxtacortical chondrosarcoma,1
310801000006117,[M]Juxtacortical osteogenic sarcoma,1
215791000000112,[M]Juxtacortical osteosarcoma,1
1230800010,[M]Kaposi's sarcoma,1
1216826019,[M]Klatskin's tumour,1
310861000006116,[M]Krukenberg tumour,1
310871000006111,[M]Kupffer cell sarcoma,1
291328013,[M]Large cell carcinoma NOS,1
291653015,[M]Leiomyosarcoma NOS,1
310951000006110,[M]Lentigo maligna,1
310961000006112,[M]Lentigo maligna melanoma,1
310971000006117,[M]Leptomeningeal sarcoma,1
1220817012,[M]Letterer - Siwe disease,1
310991000006116,[M]Leukaemia NOS,1
291985019,[M]Leukaemia NOS,1
291995014,"[M]Leukaemia unspecified, NOS",1
311021000006113,[M]Leukaemias,1
291984015,[M]Leukaemias unspecified,1
311051000006116,[M]Leukaemic reticuloendotheliosis,1
311041000006118,[M]Leukaemic reticuloendotheliosis,1
311091000006110,"[M]Leydig cell tumour, malignant",1
1229372013,[M]Linitis plastica,1
1229424011,[M]Lipid-rich carcinoma,1
291638011,[M]Liposarcoma NOS,1
311191000006111,"[M]Liposarcoma, well differentiated type",1
311211000006112,[M]Liver cell carcinoma,1
291540014,[M]Lobular carcinoma NOS,1
311221000006116,[M]Lobular carcinoma in situ,1
311301000006118,[M]Lymphangiosarcoma,1
311311000006115,[M]Lymphatic leukaemia,1
1222221019,[M]Lymphoblastic lymphoma NOS,1
311351000006119,[M]Lymphoblastic lymphosarcoma NOS,1
311361000006117,[M]Lymphoblastoma NOS,1
1222219012,[M]Lymphocytic lymphoma NOS,1
1222220018,[M]Lymphocytic lymphosarcoma NOS,1
311391000006113,[M]Lymphoepithelial carcinoma,1
403760010,"[M]Lymphogranuloma, malignant",1
1216396015,[M]Lymphoid leukaemia NOS,1
292005016,[M]Lymphoid leukaemias,1
311431000006119,[M]Lymphoma NOS,1
311441000006112,"[M]Lymphoma, diffuse or NOS",1
291953017,"[M]Lymphoma, nodular or follicular NOS",1
291887011,"[M]Lymphomas, NOS or diffuse",1
311461000006111,"[M]Lymphomas, nodular or follicular",1
311521000006118,[M]Lymphosarcoma NOS,1
292028015,[M]Lymphosarcoma cell leukaemia,1
292031019,[M]Lymphosarcoma cell leukaemia NOS,1
311511000006114,[M]Lymphosarcoma cell leukaemias,1
311561000006112,"[M]Malig lymp, follicular centre cell, cleaved, follicular",1
311571000006117,"[M]Malig lymp, lymphocytic, intermediate different, nodular",1
311581000006119,"[M]Malig lymp, lymphocytic, poorly differentiated, nodular",1
311591000006116,"[M]Malig lymp,follicular centre cell,noncleaved,follicular",1
311601000006112,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS",1
311611000006110,"[M]Malig lymphoma, lymphocytic, intermediate different NOS",1
311621000006119,"[M]Malig lymphoma, lymphocytic, well differentiated,nodular",1
311631000006116,"[M]Malig lymphoma, mixed lymphocytic-histiocytic, nodular",1
311641000006114,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse",1
311651000006111,[M]Malignant giant cell tumour of soft parts,1
215915014,[M]Malignant histiocytosis,1
311671000006118,[M]Malignant lymphoma NOS,1
291910017,"[M]Malignant lymphoma, centroblastic type NOS",1
1229648010,"[M]Malignant lymphoma, centroblastic type, follicular",1
291900014,"[M]Malignant lymphoma, centroblastic-centrocytic, diffuse",1
291943018,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular",1
291905016,"[M]Malignant lymphoma, centrocytic",1
291894014,"[M]Malignant lymphoma, convoluted cell type NOS",1
291891018,"[M]Malignant lymphoma, diffuse NOS",1
291902018,"[M]Malignant lymphoma, follicular centre cell NOS",1
291907012,"[M]Malignant lymphoma, follicular centre cell, cleaved NOS",1
1234197011,"[M]Malignant lymphoma, immunoblastic type",1
291914014,"[M]Malignant lymphoma, large cell, cleaved, diffuse",1
1230392016,"[M]Malignant lymphoma, large cell, diffuse NOS",1
311801000006113,"[M]Malignant lymphoma, large cell, noncleaved, diffuse",1
311811000006111,"[M]Malignant lymphoma, lymphocytic, poorly different NOS",1
291903011,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS",1
1222289015,"[M]Malignant lymphoma, lymphoplasmacytoid type",1
403759017,"[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS",1
1230828016,"[M]Malignant lymphoma, mixed small and large cell, diffuse",1
403761014,"[M]Malignant lymphoma, nodular NOS",1
311871000006119,"[M]Malignant lymphoma, non Hodgkin's type",1
311881000006116,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",1
215912012,"[M]Malignant lymphoma, small cleaved cell, diffuse",1
1232576019,"[M]Malignant lymphoma, small lymphocytic NOS",1
311911000006116,"[M]Malignant lymphoma, stem cell type",1
291892013,"[M]Malignant lymphoma, undifferentiated cell type NOS",1
291913015,[M]Malignant lymphomatous polyposis,1
1230838014,[M]Malignant mastocytosis,1
403754010,[M]Malignant melanoma NOS,1
1230100013,[M]Malignant melanoma in Hutchinson's melanotic freckle,1
311951000006115,[M]Malignant melanoma in giant pigmented naevus,1
311971000006113,[M]Malignant melanoma in junctional naevus,1
311981000006111,[M]Malignant melanoma in precancerous melanosis,1
1229572014,"[M]Malignant melanoma, regressing",1
215916010,[M]Malignant reticulosis,1
312021000006118,"[M]Malignant teratoma, intermediate type",1
312031000006115,"[M]Malignant teratoma, trophoblastic",1
312041000006113,"[M]Malignant teratoma, undifferentiated type",1
312051000006110,"[M]Malignant tumour, fusiform cell type",1
312061000006112,"[M]Malignant tumour, giant cell type",1
312071000006117,"[M]Malignant tumour, small cell type",1
1216016010,[M]Mast cell leukaemia,1
312101000006110,[M]Mast cell sarcoma,1
291538016,[M]Medullary carcinoma NOS,1
312161000006111,[M]Medullary carcinoma with amyloid stroma,1
312171000006116,[M]Medullary carcinoma with lymphoid stroma,1
291836013,[M]Medulloblastoma NOS,1
291852011,[M]Medulloepithelioma NOS,1
312201000006117,[M]Medullomyoblastoma,1
312211000006119,[M]Megakaryocytic leukaemia,1
312231000006113,[M]Megakaryocytic myelosis,1
312251000006118,[M]Melanocarcinoma,1
1234193010,[M]Melanoma in situ,1
312291000006112,[M]Melanosarcoma NOS,1
312331000006117,[M]Meningeal sarcomatosis,1
312361000006114,"[M]Meningioma, malignant",1
312391000006118,[M]Meningothelial sarcoma,1
1230882017,[M]Merkel cell carcinoma,1
312421000006114,[M]Mesenchymal chondrosarcoma,1
291674019,[M]Mesenchymal nephroblastoma,1
312461000006115,"[M]Mesenchymoma, malignant",1
312491000006111,[M]Mesodermal mixed tumour,1
312531000006111,"[M]Mesonephroma, malignant",1
312591000006110,"[M]Mesothelioma, biphasic type, malignant",1
312601000006119,"[M]Mesothelioma, malignant",1
291711013,"[M]Mesothelioma, unspecified",1
1959991000006111,[M]Metaplastic carcinoma,1
1960001000006118,[M]Metaplastic melanoma,1
312621000006112,[M]Metastatic signet ring cell carcinoma,1
312631000006110,[M]Metatypical carcinoma,1
291957016,[M]Microglioma,1
292077011,[M]Miscellaneous leukaemia NOS,1
292065018,[M]Miscellaneous leukaemias,1
312781000006117,[M]Mixed acidophil-basophil carcinoma,1
312801000006118,[M]Mixed cell adenocarcinoma,1
312841000006116,[M]Mixed cell rhabdomyosarcoma,1
312851000006119,[M]Mixed epithelioid and spindle melanoma,1
1216406014,[M]Mixed germ cell tumour,1
312911000006110,[M]Mixed glioma,1
312871000006112,[M]Mixed glioma,1
312881000006110,[M]Mixed islet cell and exocrine adenocarcinoma,1
291997018,[M]Mixed leukaemia,1
291669010,"[M]Mixed tumour, malignant, NOS",1
312951000006111,[M]Mixed type liposarcoma,1
312961000006113,[M]Monocytic leukaemia NOS,1
292053017,[M]Monocytic leukaemias,1
292083014,[M]Monocytoid B-cell lymphoma,1
313001000006116,[M]Monostotic myeloma,1
313011000006118,[M]Monstrocellular sarcoma,1
313031000006112,[M]Mucin-producing adenocarcinoma,1
313041000006119,[M]Mucinous adenocarcinoma,1
291515019,[M]Mucinous cystadenocarcinoma NOS,1
1232889015,[M]Mucinous cystadenoma NOS,1
313111000006119,"[M]Mucinous cystadenoma, borderline malignancy",1
1216356017,"[M]Mucocarcinoid tumour, malignant",1
313131000006113,[M]Mucoepidermoid carcinoma,1
313171000006111,[M]Mucoid adenocarcionoma,1
313191000006112,[M]Mucoid cell carcinoma,1
313201000006110,[M]Mucous adenocarcinoma,1
313211000006113,[M]Mullerian mixed tumour,1
313221000006117,[M]Multicentric basal cell carcinoma,1
313251000006114,[M]Multiple haemorrhagic sarcoma,1
313271000006116,[M]Multiple myeloma,1
313301000006119,[M]Mycosis fungoides,1
313311000006116,[M]Mycosis fungoides,1
291955012,[M]Mycosis fungoides NOS,1
1216572014,[M]Myeloid leukaemia NOS,1
292032014,[M]Myeloid leukaemias,1
1228269013,[M]Myeloid sarcoma,1
313381000006111,[M]Myeloma NOS,1
313391000006114,[M]Myelomatosis,1
313411000006114,[M]Myelosis NOS,1
313501000006112,[M]Myosarcoma,1
313521000006119,[M]Myxoid chondrosarcoma,1
1221282014,[M]Myxoid leiomyosarcoma,1
313541000006114,[M]Myxoid liposarcoma,1
313561000006113,[M]Myxoliposarcoma,1
1225879015,[M]Myxosarcoma,1
313621000006115,[M]Naegeli-type monocytic leukaemia,1
313651000006112,[M]Naevocarcinoma,1
313691000006118,"[M]Neoplasm, malig, uncertain whether primary or metastatic",1
313701000006118,"[M]Neoplasm, malignant",1
313711000006115,"[M]Neoplasm, metastatic",1
1227517019,[M]Nephroblastoma NOS,1
313801000006114,"[M]Neurilemmoma, malignant",1
403758013,[M]Neuroblastoma NOS,1
1231544010,[M]Neuroendocrine carcinoma,1
1887221000006112,[M]Neuroendocrine neoplasm,1
207611012,[M]Neuroendocrine neoplasm,1
291853018,[M]Neuroepithelioma NOS,1
291861011,[M]Neuroepitheliomatous neoplasm NOS,1
291843019,[M]Neuroepitheliomatous neoplasms,1
313931000006111,[M]Neurofibrosarcoma,1
314041000006116,[M]Nodular lymphosarcoma NOS,1
314051000006119,[M]Nodular melanoma,1
314061000006117,[M]Non Hodgkins lymphoma,1
1870381000006113,[M]Non-small cell carcinoma,1
314071000006112,[M]Nonencapsulated sclerosing carcinoma,1
314081000006110,[M]Noninfiltrating intracystic carcinoma,1
314091000006113,[M]Noninfiltrating intraductal papillary adenocarcinoma,1
314111000006116,[M]Oat cell carcinoma,1
314141000006117,[M]Odontogenic fibrosarcoma,1
314201000006112,"[M]Odontogenic tumour, malignant",1
314231000006116,[M]Olfactory neuroblastoma,1
314241000006114,[M]Olfactory neuroepithelioma,1
314251000006111,[M]Olfactory neurogenic tumour,1
314261000006113,[M]Oligodendroblastoma,1
291835012,[M]Oligodendroglioma NOS,1
314281000006115,"[M]Oligodendroglioma, anaplastic type",1
314311000006118,[M]Oncytic adenocarcinoma,1
314321000006114,[M]Orchioblastoma,1
314351000006117,[M]Osteoblastic sarcoma,1
314401000006113,[M]Osteochondrosarcoma,1
314421000006115,"[M]Osteoclastoma, malignant",1
314441000006110,[M]Osteofibrosarcoma,1
314451000006112,[M]Osteogenic sarcoma NOS,1
1222660012,[M]Osteosarcoma NOS,1
314501000006114,[M]Osteosarcoma in Paget's disease of bone,1
314521000006116,[M]Other lymphoid leukaemia NOS,1
292062015,[M]Other monocytic leukaemia NOS,1
292041016,[M]Other myeloid leukaemia NOS,1
314621000006117,[M]Oxyphilic adenocarcinoma,1
314671000006116,[M]Paget's disease and infiltrating breast duct carcinoma,1
1231363012,[M]Paget's disease and intraductal carcinoma of breast,1
314691000006115,"[M]Paget's disease, breast",1
314701000006115,"[M]Paget's disease, extramammary, exc Paget's disease bone",1
314711000006117,"[M]Paget's disease, mammary",1
1231231016,[M]Pancreatoblastoma,1
291431013,[M]Papillary adenocarcinoma NOS,1
314791000006110,[M]Papillary and follicular adenocarcinoma,1
291343010,[M]Papillary carcinoma NOS,1
314811000006114,[M]Papillary carcinoma in situ,1
291510012,"[M]Papillary cystadenocarcinoma, NOS",1
314851000006110,"[M]Papillary cystadenoma, borderline malignancy",1
1220825014,"[M]Papillary cystadenoma, borderline malignancy",1
314891000006116,[M]Papillary epidermoid carcinoma,1
314921000006110,[M]Papillary mucinous cystadenocarcinoma,1
314971000006111,[M]Papillary serous cystadenocarcinoma,1
1220826010,"[M]Papillary serous cystadenoma, borderline malignancy",1
314991000006112,"[M]Papillary serous cystadenoma, borderline malignancy",1
315011000006119,[M]Papillary squamous cell carcinoma,1
315031000006113,[M]Papillary transitional cell carcinoma,1
315071000006111,[M]Parafollicular cell carcinoma,1
315101000006118,"[M]Paraganglioma, malignant",1
315161000006117,[M]Parosteal osteosarcoma,1
315211000006114,[M]Periosteal fibrosarcoma,1
315221000006118,[M]Periosteal osteogenic sarcoma,1
1870391000006111,[M]Peripheral neuroectodermal tumour,1
315231000006115,[M]Phaeochromoblastoma,1
315251000006110,"[M]Phaeochromocytoma, malignant",1
1770521000006118,[M]Pigmented basal cell carcinoma,1
